TABELA CBENEF X CST PARA OS BENEFÍCIOS FISCAIS VIGENTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cbenef,Aplica ao Simples Nacional,"CST 00 
(Tributada integralmente)","CST 10 
(Tributada e com cobrança do ICMS por substituição tributária)","CST 20 
(Com redução de base de cálculo)","CST 30 
(Isenta ou não tributada e com cobrança do ICMS por substituição tributária)","CST 40 
(Isenta)","CST 41 
(Não tributada)","CST 50 
(Suspensão)","CST 51 
(Diferimento)","CST 60 
(ICMS cobrado anteriormente por substituição tributária)","CST 70 
(Com redução de base de cálculo e cobrança do ICMS por substituição tributária)","CST 90 
(Outras)",DATA INÍCIO,DT FINAL,DESCRIÇÃO: SETORES/PROGRAMAS/BENEFICIÁRIOS,CAPITULAÇÃO LEGAL,OBSERVAÇÃO,,,,,,,,,,,,,,,
ES100142,SIM,,,,SIM,SIM,,,,,,,2022-05-24 00:00:00,,"Operações internas e interestaduais com produtos eletrônicos e seus componentes, no âmbito do sistema de logística reversa.","Anexo III, item 27 da Lei 7.000/01
Art. 5º, CXC do RICMS/ES
Convênio ICMS 99/18",Isenção do ICMS,,,,,,,,,,,,,,,
ES100143,SIM,,,,SIM,SIM,,,,,,,2022-12-23 00:00:00,,"Operações com medicamentos que possuem como princípios ativos Ivacaftor, Lumacaftor, Tezacaftor e Elexacaftor, destinados ao tratamento da Fibrose Cística - FC.","Anexo III, item 31 da Lei 7.000/01
Art. 5º, CXCI do RICMS/ES
Convênio ICMS 128/22",Isenção do ICMS,,,,,,,,,,,,,,,
ES100144,SIM,,,,SIM,SIM,,,,,,,2022-12-30 00:00:00,,"Fornecimento, pelas respectivas concessionárias de energia elétrica, para unidades consumidoras residenciais onde existam pessoas usuárias de equipamentos de autonomia limitada, vitais à preservação da vida humana.","Anexo III, item 38 da Lei 7.000/01
Art. 5º, CXCII do RICMS/ES
Convênio ICMS 58/06",Isenção do ICMS,,,,,,,,,,,,,,,
ES100145,SIM,,,,SIM,SIM,,,,,,,2022-03-07 00:00:00,2026-04-30 00:00:00,Operações com equipamentos e insumos destinados à prestação de serviços de saúde.,"Art. 5º, LXXXV do RICMS/ES
Anexo III, item 7 da Lei 7.000/01
Convênio ICMS 01/99
Convênio ICMS 226/23",Isenção do ICMS,,,,,,,,,,,,,,,
ES100146,SIM,,,,SIM,SIM,,,,,,,2024-01-01 00:00:00,,Operaçôes internas ou interestaduas de bens e mercadorias entre estabelecimentos da mesma titularidade.,"Art. 3º, § 10 da Lei 7.000/01
Art. 3º, § 13 do RICMS/ES
Art. 136-E a 136-J do RICMS/ES",Isenção do ICMS,,,,,,,,,,,,,,,
ES100147,SIM,,,,SIM,SIM,,,,,,,2018-03-01 00:00:00,,"Operações de energia elétrica na quantidade correspondente à soma de energia elétrica injetada na rede com créditos de energia ativa, oriundos de micro e minigeração distribuída de energia, aderentes ao Sistema de Compensação de Energia Elétrica, conforme disposições do Art. 5º, § 6º da Lei 7.000/01 (Convênio ICMS 16/15 e 215/17).","Art. 5º, § 6º da Lei 7.000/01
Convênio ICMS 16/15
Convênio ICMS 215/17",Isenção do ICMS,,,,,,,,,,,,,,,
ES100148,SIM,,,,SIM,SIM,,,,,,,2018-03-01 00:00:00,,"Saídas de mercadorias, promovidas pela Associação dos Militares Estaduais da Diretoria de Saúde da Polícia Militar do ES, quando destinadas aos seus associados.","Art. 5º, § 5º da Lei 7.000/01 
Art. 5º, CLXXI do RICMS/ES 
Convênio ICMS 16/15 
Convênio ICMS 215/17",Isenção do ICMS,,,,,,,,,,,,,,,
ES100149,SIM,,,,SIM,SIM,,,,,,,2024-04-24 00:00:00,2024-12-31 00:00:00,"Operação de aquisição de bens destinados ao imobilizado aos estabelecimentos localizados nos Municípios nos quais tenha sido declarada Situação de Emergência ou Estado de Calamidade Pública, em decorrência das chuvas ocorridas neste Estado, nos termos que especifica.","Art. 179-J da Lei 7.000/01 
Art. 1257 do RICMS/ES 
Convênio ICMS 14/24",Isenção do ICMS,,,,,,,,,,,,,,,
ES100150,SIM,,,,SIM,SIM,,,,,,,2024-03-23 00:00:00,2024-04-30 00:00:00,"Saídas de mercadorias em decorrência de doações a entidades governamentais ou assistenciais, devendo o destinatário final estar situado no Município nos quais tenha sido declarado Situação de Emergência ou Estado de Calamidade Pública, em decorrência das chuvas ocorridas neste Estado.","Art. 179-K da Lei 7.000/01 
Art. 1258 do RICMS/ES 
Convênio ICMS 14/24",Isenção do ICMS,,,,,,,,,,,,,,,
ES100151,SIM,,,,SIM,SIM,,,,,,,2024-02-01 00:00:00,,"Saídas de equipamentos, peças, partes e componentes utilizados para microgeração e minigeração de energia solar fotovoltaica, exceto as mercadorias de que trata o art. 5º, LXXX do RICMS/ES.","Art. 5º, CXCVI do RICMS/ES",Isenção do ICMS,,,,,,,,,,,,,,,
ES100152,SIM,,,,SIM,SIM,,,,,,,2024-07-15 00:00:00,,Saídas internas destinadas a estabelecimentos localizados em Zona de Processamento de Exportação (ZPE).,"Anexo III, item 43 da Lei 7.000/01
Art. 5º, CXCVII do RICMS/ES
Convênio ICMS 99/98
Convênio ICMS 136/16",Isenção do ICMS,,,,,,,,,,,,,,,
ES100153,SIM,,,,SIM,SIM,,,,,,,2024-08-30 00:00:00,2026-04-30 00:00:00,Saídas de bolas de aço forjadas e fundidas.,"Art. 5º, CXCVIII do RICMS/ES
Convênio ICMS 33/01",Isenção do ICMS,,,,,,,,,,,,,,,
ES100154,SIM,,,,SIM,SIM,,,,,,,2024-08-30 00:00:00,2026-04-30 00:00:00,"Operações com máquinas, aparelhos e equipamentos industriais que especifica, destinados a CGHs ou PCHs.","Art. 5º, CXCIX do RICMS/ES
Convênio ICMS 42/12",Isenção do ICMS,,,,,,,,,,,,,,,
ES100155,SIM,,,,SIM,SIM,,,,,,,2024-12-23 00:00:00,,Operações de importação de gás natural a ser utilizado na geração de energia elétrica por empresas termelétricas vencedoras de leilões.,Lei 12.322/24,Isenção do ICMS,,,,,,,,,,,,,,,
ES000001,SIM,,,,SIM,,SIM,,,,,,2003-11-17 00:00:00,2032-12-31 00:00:00,"Operações relativas ao fornecimento de energia elétrica e prestações de serviços de comunicação feitas por qualquer meio, aos templos de qualquer culto.","Art. 4º, XIII da Lei 7.000/01
Art. 4º, XIV do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000002,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,"Operações com livros, jornais, periódicos e o papel destinado a sua impressão.","Art. 4º, I da Lei 7.000/01
Art. 4º, I do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000003,SIM,,,,SIM,,SIM,,,,,,2005-09-28 00:00:00,,Operações que destinem mercadorias para o exterior ou equiparados.,"Art. 4º, II da Lei 7.000/01
Art. 4º, II do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000004,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,"Operações interestaduais relativas à energia elétrica e petróleo, quando destinados à industrialização ou à comercialização.","Art. 4º, III da Lei 7.000/01
Art. 4º, III do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000005,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,"Operações com ouro, quando definido em lei como ativo financeiro ou instrumento cambial.","Art. 4º, IV da Lei 7.000/01
Art. 4º, IV do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000006,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,Operações sobre as quais incide ISS.,"Art. 4º, V da Lei 7.000/01
Art. 4º, V do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000007,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,"Operações de que decorra a transferência de propriedade de estabelecimento industrial, comercial ou de outra espécie.","Art. 4º, VI da Lei 7.000/01
Art. 4º, VI do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000008,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,Operações decorrentes de alienação fiduciária em garantia.,"Art. 4º, VII da Lei 7.000/01
Art. 4º, VII do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000009,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,Operações de arrendamento mercantil.,"Art. 4º, VIII da Lei 7.000/01
Art. 4º, VIII do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000010,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,Operações de que decorra a transferência de bens móveis salvados de sinistro para companhias seguradoras.,"Art. 4º, IX da Lei 7.000/01
Art. 4º, IX do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000011,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,"Saídas de mercadorias com destino a depósito fechado do próprio contribuinte, localizado neste Estado.","Art. 4º, X da Lei 7.000/01
Art. 4º, XI do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000012,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,Saídas de mercadorias com destino a armazém geral situado neste Estado.,"Art. 4º, XI da Lei 7.000/01
Art. 4º, XII do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000013,SIM,,,,SIM,,SIM,,,,,,2002-01-01 00:00:00,,"Saída de mercadorias de depósitos fechados e armazéns gerais, em retorno.","Art. 4º, XII da Lei 7.000/01
Art. 4º, XIII do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000014,SIM,,,,SIM,,SIM,,,,,,2002-10-26 00:00:00,,Saídas de bens em decorrência de comodato ou locação.,"Art. 4º, X do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000015,SIM,,,,SIM,,SIM,,,,,,2005-09-28 00:00:00,,Serviço de comunicação por radiodifusão sonora e de sons e imagens de recepção livre e gratuita.,"Art. 4º, XIV da Lei 7.000/01
Art. 4º, XV do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000016,SIM,,,,SIM,,SIM,,,,,,2017-07-12 00:00:00,,"Entrada de mercadorias importadas do exterior para depósito em estabelecimento exclusivamente prestador de serviços de armazém geral situado neste Estado, e sua posterior saída para destinatário localizado em outra unidade da Federação.","Art. 4º, XV da Lei 7.000/01
Art. 4º, XVI do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000017,SIM,,,,SIM,,SIM,,,,,,2022-08-05 00:00:00,,Operações de fornecimento de água canalizada às igrejas e de templos de qualquer culto.,"Art. 1º da Lei 11.692/22
Art. 4º, XIV do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES000018,SIM,,,,SIM,,SIM,,,,,,2022-06-29 00:00:00,,Serviços de transmissão e distribuição e encargos setoriais vinculados às operações com energia elétrica.,"Art. 4º, XVII do RICMS/ES",Não Incidência ou Imunidade do ICMS,,,,,,,,,,,,,,,
ES200001,SIM,,,SIM,,,,,,,SIM,,2014-12-03 00:00:00,2032-12-31 00:00:00,Operações internas com minérios de ferro especificamente discriminados por NCM.,"Art. 70, LX do RICMS/ES
",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200002,SIM,,,SIM,,,,,,,SIM,,2010-04-08 00:00:00,2032-12-31 00:00:00,Operações internas com coque.,"Art. 70, LXI do RICMS/ES
",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200003,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,Saída de veículos usados arrolados no Anexo II do Convênio ICMS 132/92.,"Art. 70, XXXV do RICMS/ES
Art. 5º-A, I da Lei 7.000/01
Convênio ICMS 132/92",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200004,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,Operações internas com insumos para rochas ornamentais.,"Art. 5º-A, II da Lei 7.000/01
Art. 70, XXXVIII do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200005,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,"Operações internas com massas alimentícias não cozidas, pães, biscoitos e bolachas.","Art. 5º-A, III da Lei 7.000/01
Art. 70, XLIV do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200006,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,Saídas de produtos cerâmicos que especifica.,"Art. 5º-A, IV da Lei 7.000/01
Art. 70, LI do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200007,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,Saídas de gás natural com destino a UTE.,"Art. 5º-A, VI da Lei 7.000/01
",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200008,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,Operações internas por estabelecimento comercial distribuidor atacadista.,"Art. 5º-A, VII da Lei 7.000/01
Art. 534-Z-Z-A do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200009,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,"Operações internas com peixes, crustáceos, moluscos e rã.","Art. 5º-A, VIII da Lei 7.000/01",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200010,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,Operações internas com carnes e produtos semelhantes especificados.,"Art. 5º-A, IX e §9º a 12  da Lei 7.000/01
Art. 70, LXXI e  §13-A do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200011,SIM,,,SIM,,,,,,,SIM,,2017-05-08 00:00:00,2032-12-31 00:00:00,"Saídas internas promovidas por estabelecimento distribuidor atacadista, responsável tributário por substituição, de mercadorias especificadas.","Art. 5º-A, X da Lei 7.000/01
Art. 70, LXXIII do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200012,SIM,,,SIM,,,,,,,SIM,,2017-07-12 00:00:00,2032-12-31 00:00:00,Operações internas com produtos químicos destinados a indústria preponderantemente exportadora.,"Art. 5º-A, XIII da Lei 7.000/01
Art. 70, LXXII do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200013,SIM,,,SIM,,,,,,,SIM,,2017-07-12 00:00:00,2032-12-31 00:00:00,"Saídas interestaduais de café arábica cru, em coco ou em grão.","Art. 5º-A, XIV da Lei 7.000/01
Art. 70, LXX do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200014,SIM,,,SIM,,,,,,,SIM,,2017-07-12 00:00:00,2032-12-31 00:00:00,Saídas internas pelos estabelecimentos especificados.,"Art. 5º-A, XV da Lei 7.000/01",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200015,SIM,,,SIM,,,,,,,SIM,,2017-03-29 00:00:00,2032-12-31 00:00:00,"Operações internas com farinha de trigo, misturas para bolos e pizzas.","Art. 179-F,I da Lei 7.000/01",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210001,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Saídas pela indústria metalmecânica, nos termos especificados (COMPETE).","Art. 5º, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210002,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas pela indústria de rochas ornamentais, nos termos especificados (COMPETE).","Art. 7º, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210003,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações interestaduais com açúcar e café torrado e moído, pela indústria açucareira e de torrefação (COMPETE).",Art. 8º  da Lei 10.568/2016,Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210004,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,Saídas de móveis sob encomendas a consumidor final (COMPETE).,Art. 9º da Lei 10.568/2016,Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210005,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Saídas internas com água mineral pela indústria de envasamento, nos termos especificados (COMPETE).",Art. 11 da Lei 10.568/2016,Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210006,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas pela indústria moveleira, nos termos especificados (COMPETE).",Art. 12 da Lei 10.568/2016,Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210007,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas por indústria do vestuário, de confecções ou calçados, nos termos especificados (COMPETE).","Art. 13, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210008,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas por indústrias de embalagem de material plástico, de papel e papelão, e de reciclagem plástica, nos termos especificados (COMPETE).","Art. 14, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210009,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Saídas internas pela indústria de produção de aguardente de cana-de-açúcar, melaço e outros, nos termos especificados (COMPETE).","Art. 15, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210010,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas pela indústria de produção de cimentos, argamassas e concretos, não refratários (COMPETE).","Art. 17, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210011,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas pela indústria de tintas e complementos, nos termos especificados (COMPETE).","Art. 19, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210012,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações realizadas por bares, restaurantes, empresas preparadoras de refeições coletivas e similares, nos termos especificados (COMPETE).",Art. 20 da Lei 10.568/2016,Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210013,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas pela indústria de moagem de calcários e mármores, nos termos especificados (COMPETE).","Art. 21, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210014,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas pela indústria de tempeiros e condimentos, nos termos especificados (COMPETE).","Art. 22, II da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210015,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações internas pela indústria de perfumaria e cosméticos, nos termos especificados (COMPETE).","Art. 24, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210016,SIM,,,SIM,,,,,,,SIM,,2016-06-16 00:00:00,2032-12-31 00:00:00,"Operações internas pela indústria de cervejas artesanais, nos termos especificados (COMPETE).","Art. 25-A, I da Lei 10.568/2016",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210017,SIM,,,SIM,,,,,,,SIM,,2018-10-19 00:00:00,2032-12-31 00:00:00,"Saída interna de querosene de aviação (QAV), nos termos especificados (COMPETE).",Art. 25-B da Lei 10.568/2016,Redução de BC do ICMS,,,,,,,,,,,,,,,
ES210018,SIM,,,SIM,,,,,,,SIM,,2016-07-27 00:00:00,2032-12-31 00:00:00,"Operações realizadas por bares, restaurantes, empresas preparadoras de refeições coletivas e similares, nos termos especificados (COMPETE).","Art. 20 da Lei 10.568/2016
Art. 530-L-R-F do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES220001,SIM,,,SIM,,,,,,,SIM,,2016-07-01 00:00:00,2032-12-31 00:00:00,Operações sob amparo do Programa de Incentivo ao Investimento no Estado do Espírito Santo - INVEST-ES.,Lei 10.550/2016,Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200016,SIM,,,SIM,,,,,,,SIM,,2017-06-19 00:00:00,2032-12-31 00:00:00,Saídas internas de pedra britada e de mão.,"Art. 70, XX do RICMS/ES
Anexo III, item 7 da Lei 7.000/01
Convênios ICMS 13/94
Convênio ICMS 178/21",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200017,SIM,,,SIM,,,,,,,SIM,,2010-05-13 00:00:00,2032-12-31 00:00:00,Fornecimento de energia elétrica a produtor rural ou empresa agropecuária.,"Art. 70, II, a do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200018,SIM,,,SIM,,,,,,,SIM,,2020-02-27 00:00:00,,Operações internas com vidro.,"Art. 5º-A, XVI da Lei 7.000/01
Art. 70, LXXIV, a do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200019,SIM,,,SIM,,,,,,,SIM,,2021-12-15 00:00:00,,Prestações internas de comunicação.,"Art. 5º-A, XVII e §19 da Lei 7.000/01
Convênio ICMS 19/18",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200020,SIM,,,SIM,,,,,,,SIM,,2009-10-01 00:00:00,,Saídas de mercadorias desincorporadas do ativo imobilizado.,"Art. 70, V do RICMS/ES
Convênio ICMS 15/81
Convênio ICMS 50/90",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200021,SIM,,,SIM,,,,,,,SIM,,2002-10-25 00:00:00,,"Saídas de aparelhos, máquinas, veículos, motores, móveis e vestuários usados.","Art. 70, VI do RICMS/ES
Convênio ICMS 15/81
Convênio ICMS 50/90
Convênio ICMS 151/94",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200022,SIM,,,SIM,,,,,,,SIM,,2021-04-01 00:00:00,2025-12-31 00:00:00,"Operações interestaduais com os insumos discriminados, estendido o benefício à remessa com destino à apicultura, à aquicultura, à avicultura, à cunicultura, à ranicultura e à sericultura","Art. 70, VII do RICMS/ES
Convênio ICMS 100/97
Convênio ICMS 26/21",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200023,SIM,,,SIM,,,,,,,SIM,,2021-04-01 00:00:00,2025-12-31 00:00:00,"Operações interestaduais com produtos como farelos, tortas, milho.","Art. 70, VIII do RICMS/ES
Convênio ICMS 100/97
Convênio ICMS 26/21",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200024,SIM,,,SIM,,,,,,,SIM,,2006-04-03 00:00:00,,"Operações internas com produtos como arroz, feijão, fubá, sal, óle, açúcar, etc (cesta básica).","Art. 70, IX do RICMS/ES
Convênio ICMS 128/94",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200025,SIM,,,SIM,,,,,,,SIM,,2023-01-24 00:00:00,2026-04-30 00:00:00,"Operações com aeronaves, veículos espaciais, paraquedas e similares.","Art. 70, XII do RICMS/ES
Anexo III, item 7 da Lei 7.000/01
Convênio ICMS 75/91
Convênio ICMS 226/23",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200026,SIM,,,SIM,,,,,,,SIM,,2022-03-07 00:00:00,2026-04-30 00:00:00,Operações internas com ferro e aço não planos comuns.,"Art. 70, XIII do RICMS/ES
Anexo III, item 7 da Lei 7.000/01
Convênio ICMS 33/96
Convênio ICMS 226/23",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200027,SIM,,,SIM,,,,,,,SIM,,2002-10-25 00:00:00,,Operações de entrada de mercadorias estrangeiras no estabelecimento importador industrial para integração no seu ativo imobilizado.,"Art. 70, XIV do RICMS/ES
Convênio ICMS 130/94
Convênio ICMS 23/95",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200028,SIM,,,SIM,,,,,,,SIM,,2016-01-01 00:00:00,,Prestação de serviço de televisão por assinatura e a cabo.,"Art. 70, XVII do RICMS/ES
Convênio ICMS 78/15
Convênio ICMS 99/15",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200029,SIM,,,SIM,,,,,,,SIM,,2022-03-25 00:00:00,,Prestações de serviço de radiochamada.,"Art. 70, XXI do RICMS/ES
Convênio ICMS 86/99",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200030,SIM,,,SIM,,,,,,,SIM,,2013-06-25 00:00:00,,Operações interestaduais efetuadas por estabelecimento fabricante ou importador com pneumáticos novos de borracha e câmaras de ar de borracha.,"Art. 70, XXVIII do RICMS/ES",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200031,SIM,,,SIM,,,,,,,SIM,,2022-03-07 00:00:00,2026-04-30 00:00:00,"Operações com máquinas, aparelhos e equipamentos industriais arrolados no Anexo I do Convênio ICMS 52/91.","Art. 70, XXIX do RICMS/ES
Anexo III, item 6 da Lei 7.000/01
Convênio ICMS 52/91
Convênio ICMS 226/23",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200032,SIM,,,SIM,,,,,,,SIM,,2022-03-07 00:00:00,2026-04-30 00:00:00,Operações com máquinas e implementos agrícolas arrolados no Anexo II do Convênio ICMS 52/91.,"Art. 70, XXX do RICMS/ES
Anexo III, item 6 da Lei 7.000/01
Convênio ICMS 52/91
Convênio ICMS 226/23",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200033,SIM,,,SIM,,,,,,,SIM,,2022-03-07 00:00:00,2026-04-30 00:00:00,"Operações interestaduais efetuadas por estabelecimento fabricante ou importador, com as mercadorias relacionadas nos Anexos I, II ou III do Convênio ICMS 133/02.","Art. 70, XXXI do RICMS/ES
Anexo III, item 7 da Lei 7.000/01
Convênio ICMS 133/02
Convênio ICMS 226/23",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200034,SIM,,,SIM,,,,,,,SIM,,2018-01-12 00:00:00,2026-04-30 00:00:00,Saídas internas de bovinos precoces do estabelecimento produtor.,"Art. 70, XXXIX do RICMS/ES
Anexo III, item 7 da Lei 7.000/01
Convênio ICMS 153/04
Convênio ICMS 226/23",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200035,SIM,,,SIM,,,,,,,SIM,,2022-03-07 00:00:00,2026-04-30 00:00:00,Saídas de produtos resultantes da industrialização da mandioca.,"Art. 70, XL do RICMS/ES
Convênio ICMS 153/04
Convênio ICMS 226/23",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200036,SIM,,,SIM,,,,,,,SIM,,2018-01-12 00:00:00,,Importação de mercadoria ou bem sob o amparo de regime especial aduaneiro de admissão temporária.,"Art. 70, XLVI do RICMS/ES
Convênio ICMS 58/99",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200037,SIM,,,SIM,,,,,,,SIM,,2012-02-01 00:00:00,,"Saídas interestaduais de carne e demais produtos comestíveis, resultantes do abate de aves, de leporídeos e de gado bovino, bufalino, caprino, ovino e suínos.","Art. 70, XLVIII do RICMS/ES
Convênio ICMS 89/05",Redução de BC do ICMS,,,,,,,,,,,,,,,
ES200038,SIM,,,SIM,,,,,,,SIM,,2008-05-01 00:00:00,,Prestações de serviço de comunicação por meio de veiculação de mensagens de publicidade e propaganda na televisão por assinatura.,"Art. 70, LIV do RICMS/ES
Convênio ICMS 09/08",Redução de BC do ICMS,,,,,,,,,,,,,,,
