NCM,Início de vigência da NCM,Fim de vigência da NCM,uTrib para uso em operações de Exportação (Abreviatura),Descrição da uTrib utilizada em operações de Exportação,
85408990,2016-01-01 00:00:00,,UN,Unidade,
85409110,2016-01-01 00:00:00,,UN,Unidade,
85409120,2016-01-01 00:00:00,,UN,Unidade,
85409130,2016-01-01 00:00:00,,UN,Unidade,
85409140,2016-01-01 00:00:00,,UN,Unidade,
85409190,2016-01-01 00:00:00,,KG,Quilograma,
85409900,2016-01-01 00:00:00,,KG,Quilograma,
85411011,2016-01-01 00:00:00,,UN,Unidade,
85411012,2016-01-01 00:00:00,,UN,Unidade,
85411019,2016-01-01 00:00:00,,UN,Unidade,
85411021,2016-01-01 00:00:00,,UN,Unidade,
85411022,2016-01-01 00:00:00,,UN,Unidade,
85411029,2016-01-01 00:00:00,,UN,Unidade,
85411031,2020-01-01 00:00:00,,UN,Unidade,
85411032,2020-01-01 00:00:00,,UN,Unidade,
85411039,2020-01-01 00:00:00,,UN,Unidade,
85411091,2016-01-01 00:00:00,,UN,Unidade,
85411092,2016-01-01 00:00:00,,UN,Unidade,
85411099,2016-01-01 00:00:00,,UN,Unidade,
85412110,2016-01-01 00:00:00,,UN,Unidade,
85412120,2016-01-01 00:00:00,,UN,Unidade,
85412191,2016-01-01 00:00:00,,UN,Unidade,
85412199,2016-01-01 00:00:00,,UN,Unidade,
85412910,2016-01-01 00:00:00,,UN,Unidade,
85412920,2016-01-01 00:00:00,,UN,Unidade,
85413011,2016-01-01 00:00:00,,UN,Unidade,
85413019,2016-01-01 00:00:00,,UN,Unidade,
85413021,2016-01-01 00:00:00,,UN,Unidade,
85413029,2016-01-01 00:00:00,,UN,Unidade,
85414111,2022-04-01 00:00:00,,UN,Unidade,
85414112,2022-04-01 00:00:00,,UN,Unidade,
85414121,2022-04-01 00:00:00,,UN,Unidade,
85414122,2022-04-01 00:00:00,,UN,Unidade,
85414123,2022-04-01 00:00:00,,UN,Unidade,
85414124,2022-04-01 00:00:00,,UN,Unidade,
85414210,2022-04-01 00:00:00,,UN,Unidade,
85414220,2022-04-01 00:00:00,,UN,Unidade,
85414290,2022-04-01 00:00:00,,UN,Unidade,
85414300,2022-04-01 00:00:00,,UN,Unidade,
85414900,2022-04-01 00:00:00,,UN,Unidade,
85415100,2022-04-01 00:00:00,,UN,Unidade,
85415900,2022-04-01 00:00:00,,UN,Unidade,
85416010,2016-01-01 00:00:00,,UN,Unidade,
85416090,2016-01-01 00:00:00,,UN,Unidade,
85419010,2016-01-01 00:00:00,,KG,Quilograma,
85419020,2016-01-01 00:00:00,,KG,Quilograma,
85419090,2016-01-01 00:00:00,,KG,Quilograma,
85423110,2016-01-01 00:00:00,,UN,Unidade,
85423120,2016-01-01 00:00:00,,UN,Unidade,
85423190,2016-01-01 00:00:00,,UN,Unidade,
85423210,2016-01-01 00:00:00,,UN,Unidade,
85423221,2016-01-01 00:00:00,,UN,Unidade,
85423229,2016-01-01 00:00:00,,UN,Unidade,
85423291,2016-01-01 00:00:00,,UN,Unidade,
85423299,2016-01-01 00:00:00,,UN,Unidade,
85423311,2016-01-01 00:00:00,,UN,Unidade,
85423319,2016-01-01 00:00:00,,UN,Unidade,
85423320,2016-01-01 00:00:00,,UN,Unidade,
85423390,2016-01-01 00:00:00,,UN,Unidade,
85423911,2016-01-01 00:00:00,,UN,Unidade,
85423919,2016-01-01 00:00:00,,UN,Unidade,
85423920,2016-01-01 00:00:00,,UN,Unidade,
85423931,2016-01-01 00:00:00,,UN,Unidade,
85423939,2016-01-01 00:00:00,,UN,Unidade,
85423991,2016-01-01 00:00:00,,UN,Unidade,
85423999,2016-01-01 00:00:00,,UN,Unidade,
85429000,2022-04-01 00:00:00,,KG,Quilograma,
85431000,2016-01-01 00:00:00,,UN,Unidade,
85432000,2016-01-01 00:00:00,,UN,Unidade,
85433010,2020-01-01 00:00:00,,UN,Unidade,
85433090,2020-01-01 00:00:00,,UN,Unidade,
85434000,2022-04-01 00:00:00,,UN,Unidade,
85437011,2016-01-01 00:00:00,,UN,Unidade,
85437012,2016-01-01 00:00:00,,UN,Unidade,
85437013,2016-01-01 00:00:00,,UN,Unidade,
85437014,2016-01-01 00:00:00,,UN,Unidade,
85437015,2016-01-01 00:00:00,,UN,Unidade,
85437019,2016-01-01 00:00:00,,UN,Unidade,
85437020,2016-01-01 00:00:00,,UN,Unidade,
85437031,2016-01-01 00:00:00,,UN,Unidade,
85437032,2016-01-01 00:00:00,,UN,Unidade,
85437033,2016-01-01 00:00:00,,UN,Unidade,
85437034,2016-01-01 00:00:00,,UN,Unidade,
85437035,2016-01-01 00:00:00,,UN,Unidade,
85437036,2016-01-01 00:00:00,,UN,Unidade,
85437039,2016-01-01 00:00:00,,UN,Unidade,
85437040,2016-01-01 00:00:00,,UN,Unidade,
85437050,2016-01-01 00:00:00,,UN,Unidade,
85437091,2016-01-01 00:00:00,,UN,Unidade,
85437092,2016-01-01 00:00:00,,UN,Unidade,
85437099,2016-01-01 00:00:00,,UN,Unidade,
85439010,2016-01-01 00:00:00,,KG,Quilograma,
85439090,2016-01-01 00:00:00,,KG,Quilograma,
85441100,2016-01-01 00:00:00,,KG,Quilograma,
85441911,2024-04-01 00:00:00,,KG,Quilograma,
85441919,2024-04-01 00:00:00,,KG,Quilograma,
85441990,2016-01-01 00:00:00,,KG,Quilograma,
85442000,2016-01-01 00:00:00,,KG,Quilograma,
85443000,2016-01-01 00:00:00,,KG,Quilograma,
85444200,2016-01-01 00:00:00,,KG,Quilograma,
85444900,2016-01-01 00:00:00,,KG,Quilograma,
85446000,2016-01-01 00:00:00,,KG,Quilograma,
85447010,2016-01-01 00:00:00,,KG,Quilograma,
85447020,2016-01-01 00:00:00,,KG,Quilograma,
85447030,2016-01-01 00:00:00,,KG,Quilograma,
85447090,2016-01-01 00:00:00,,KG,Quilograma,
85451100,2016-01-01 00:00:00,,KG,Quilograma,
85451910,2016-01-01 00:00:00,,KG,Quilograma,
85451920,2016-01-01 00:00:00,,KG,Quilograma,
85451990,2016-01-01 00:00:00,,KG,Quilograma,
85452000,2016-01-01 00:00:00,,KG,Quilograma,
85459010,2016-01-01 00:00:00,,KG,Quilograma,
85459020,2016-01-01 00:00:00,,KG,Quilograma,
85459030,2016-01-01 00:00:00,,KG,Quilograma,
85459090,2016-01-01 00:00:00,,KG,Quilograma,
85461000,2016-01-01 00:00:00,,KG,Quilograma,
85462000,2016-01-01 00:00:00,,KG,Quilograma,
85469000,2016-01-01 00:00:00,,KG,Quilograma,
85471000,2016-01-01 00:00:00,,KG,Quilograma,
85472010,2016-01-01 00:00:00,,KG,Quilograma,
85472090,2016-01-01 00:00:00,,KG,Quilograma,
85479000,2016-01-01 00:00:00,,KG,Quilograma,
85480010,2022-04-01 00:00:00,,KG,Quilograma,
85480090,2022-04-01 00:00:00,,KG,Quilograma,
85491100,2022-04-01 00:00:00,,KG,Quilograma,
85491200,2022-04-01 00:00:00,,KG,Quilograma,
85491300,2022-04-01 00:00:00,,KG,Quilograma,
85491400,2022-04-01 00:00:00,,KG,Quilograma,
85491900,2022-04-01 00:00:00,,KG,Quilograma,
85492100,2022-04-01 00:00:00,,KG,Quilograma,
85492900,2022-04-01 00:00:00,,KG,Quilograma,
85493100,2022-04-01 00:00:00,,KG,Quilograma,
85493900,2022-04-01 00:00:00,,KG,Quilograma,
85499100,2022-04-01 00:00:00,,KG,Quilograma,
85499900,2022-04-01 00:00:00,,KG,Quilograma,
86011000,2016-01-01 00:00:00,,UN,Unidade,
86012000,2016-01-01 00:00:00,,UN,Unidade,
86021000,2016-01-01 00:00:00,,UN,Unidade,
86029000,2016-01-01 00:00:00,,UN,Unidade,
86031000,2016-01-01 00:00:00,,UN,Unidade,
86039000,2016-01-01 00:00:00,,UN,Unidade,
86040010,2016-01-01 00:00:00,,UN,Unidade,
86040090,2016-01-01 00:00:00,,UN,Unidade,
86050010,2016-01-01 00:00:00,,UN,Unidade,
86050090,2016-01-01 00:00:00,,UN,Unidade,
86061000,2016-01-01 00:00:00,,UN,Unidade,
86063000,2016-01-01 00:00:00,,UN,Unidade,
86069100,2016-01-01 00:00:00,,UN,Unidade,
86069200,2016-01-01 00:00:00,,UN,Unidade,
86069900,2016-01-01 00:00:00,,UN,Unidade,
86071110,2016-01-01 00:00:00,,KG,Quilograma,
86071120,2016-01-01 00:00:00,,KG,Quilograma,
86071200,2016-01-01 00:00:00,,KG,Quilograma,
86071911,2016-01-01 00:00:00,,KG,Quilograma,
86071919,2016-01-01 00:00:00,,KG,Quilograma,
86071990,2016-01-01 00:00:00,,KG,Quilograma,
86072100,2016-01-01 00:00:00,,KG,Quilograma,
86072900,2016-01-01 00:00:00,,KG,Quilograma,
86073000,2016-01-01 00:00:00,,KG,Quilograma,
86079100,2016-01-01 00:00:00,,KG,Quilograma,
86079900,2016-01-01 00:00:00,,KG,Quilograma,
86080011,2016-01-01 00:00:00,,KG,Quilograma,
86080012,2016-01-01 00:00:00,,KG,Quilograma,
86080090,2016-01-01 00:00:00,,KG,Quilograma,
86090000,2016-01-01 00:00:00,,UN,Unidade,
87011000,2016-01-01 00:00:00,,UN,Unidade,
87012100,2022-04-01 00:00:00,,UN,Unidade,
87012200,2022-04-01 00:00:00,,UN,Unidade,
87012300,2022-04-01 00:00:00,,UN,Unidade,
87012400,2022-04-01 00:00:00,,UN,Unidade,
87012900,2022-04-01 00:00:00,,UN,Unidade,
87013000,2016-01-01 00:00:00,,UN,Unidade,
87019100,2017-01-01 00:00:00,,UN,Unidade,
87019200,2017-01-01 00:00:00,,UN,Unidade,
87019300,2017-01-01 00:00:00,,UN,Unidade,
87019410,2017-01-01 00:00:00,,UN,Unidade,
87019490,2017-01-01 00:00:00,,UN,Unidade,
87019510,2017-01-01 00:00:00,,UN,Unidade,
87019590,2017-01-01 00:00:00,,UN,Unidade,
87021000,2016-01-01 00:00:00,,UN,Unidade,
87022000,2017-01-01 00:00:00,,UN,Unidade,
87023000,2017-01-01 00:00:00,,UN,Unidade,
87024010,2017-01-01 00:00:00,,UN,Unidade,
87024090,2017-01-01 00:00:00,,UN,Unidade,
87029000,2017-01-01 00:00:00,,UN,Unidade,
87031000,2016-01-01 00:00:00,,UN,Unidade,
87032100,2016-01-01 00:00:00,,UN,Unidade,
87032210,2016-01-01 00:00:00,,UN,Unidade,
87032290,2016-01-01 00:00:00,,UN,Unidade,
87032310,2016-01-01 00:00:00,,UN,Unidade,
87032390,2016-01-01 00:00:00,,UN,Unidade,
87032410,2016-01-01 00:00:00,,UN,Unidade,
87032490,2016-01-01 00:00:00,,UN,Unidade,
87033110,2016-01-01 00:00:00,,UN,Unidade,
87033190,2016-01-01 00:00:00,,UN,Unidade,
87033210,2016-01-01 00:00:00,,UN,Unidade,
87033290,2016-01-01 00:00:00,,UN,Unidade,
87033310,2016-01-01 00:00:00,,UN,Unidade,
87033390,2016-01-01 00:00:00,,UN,Unidade,
87034000,2017-01-01 00:00:00,,UN,Unidade,
87035000,2017-01-01 00:00:00,,UN,Unidade,
87036000,2017-01-01 00:00:00,,UN,Unidade,
87037000,2017-01-01 00:00:00,,UN,Unidade,
87038000,2017-01-01 00:00:00,,UN,Unidade,
87039000,2016-01-01 00:00:00,,UN,Unidade,
87041010,2016-01-01 00:00:00,,UN,Unidade,
87041090,2016-01-01 00:00:00,,UN,Unidade,
87042110,2016-01-01 00:00:00,,UN,Unidade,
87042120,2016-01-01 00:00:00,,UN,Unidade,
87042130,2016-01-01 00:00:00,,UN,Unidade,
87042190,2016-01-01 00:00:00,,UN,Unidade,
87042210,2016-01-01 00:00:00,,UN,Unidade,
87042220,2016-01-01 00:00:00,,UN,Unidade,
87042230,2016-01-01 00:00:00,,UN,Unidade,
87042290,2016-01-01 00:00:00,,UN,Unidade,
87042310,2016-01-01 00:00:00,,UN,Unidade,
87042320,2016-01-01 00:00:00,,UN,Unidade,
87042330,2016-01-01 00:00:00,,UN,Unidade,
87042340,2017-07-01 00:00:00,,UN,Unidade,
87042390,2016-01-01 00:00:00,,UN,Unidade,
87043110,2016-01-01 00:00:00,,UN,Unidade,
87043120,2016-01-01 00:00:00,,UN,Unidade,
87043130,2016-01-01 00:00:00,,UN,Unidade,
87043190,2016-01-01 00:00:00,,UN,Unidade,
87043210,2016-01-01 00:00:00,,UN,Unidade,
87043220,2016-01-01 00:00:00,,UN,Unidade,
87043230,2016-01-01 00:00:00,,UN,Unidade,
87043290,2016-01-01 00:00:00,,UN,Unidade,
87044100,2022-04-01 00:00:00,,UN,Unidade,
87044200,2022-04-01 00:00:00,,UN,Unidade,
87044300,2022-04-01 00:00:00,,UN,Unidade,
87045100,2022-04-01 00:00:00,,UN,Unidade,
87045200,2022-04-01 00:00:00,,UN,Unidade,
87046000,2022-04-01 00:00:00,,UN,Unidade,
87049000,2016-01-01 00:00:00,,UN,Unidade,
87051020,2022-07-01 00:00:00,,UN,Unidade,
87051030,2022-07-01 00:00:00,,UN,Unidade,
87051090,2016-01-01 00:00:00,,UN,Unidade,
87052000,2016-01-01 00:00:00,,UN,Unidade,
87053000,2016-01-01 00:00:00,,UN,Unidade,
87054000,2016-01-01 00:00:00,,UN,Unidade,
87059010,2016-01-01 00:00:00,,UN,Unidade,
87059090,2016-01-01 00:00:00,,UN,Unidade,
87060010,2016-01-01 00:00:00,,UN,Unidade,
87060020,2016-01-01 00:00:00,,UN,Unidade,
87060090,2016-01-01 00:00:00,,UN,Unidade,
87071000,2016-01-01 00:00:00,,UN,Unidade,
87079010,2016-01-01 00:00:00,,UN,Unidade,
87079090,2016-01-01 00:00:00,,UN,Unidade,
87081000,2016-01-01 00:00:00,,UN,Unidade,
87082100,2016-01-01 00:00:00,,UN,Unidade,
87082200,2022-04-01 00:00:00,,UN,Unidade,
87082911,2016-01-01 00:00:00,,UN,Unidade,
87082912,2016-01-01 00:00:00,,UN,Unidade,
87082913,2016-01-01 00:00:00,,UN,Unidade,
87082914,2016-01-01 00:00:00,,UN,Unidade,
87082919,2016-01-01 00:00:00,,UN,Unidade,
87082991,2016-01-01 00:00:00,,UN,Unidade,
87082992,2016-01-01 00:00:00,,UN,Unidade,
87082993,2016-01-01 00:00:00,,UN,Unidade,
87082994,2016-01-01 00:00:00,,UN,Unidade,
87082995,2016-01-01 00:00:00,,UN,Unidade,
87082999,2016-01-01 00:00:00,,UN,Unidade,
87083011,2016-01-01 00:00:00,,UN,Unidade,
87083019,2016-01-01 00:00:00,,UN,Unidade,
87083090,2016-01-01 00:00:00,,UN,Unidade,
87084011,2016-01-01 00:00:00,,UN,Unidade,
87084019,2016-01-01 00:00:00,,UN,Unidade,
87084080,2016-01-01 00:00:00,,UN,Unidade,
87084090,2016-01-01 00:00:00,,UN,Unidade,
87085011,2016-01-01 00:00:00,,UN,Unidade,
87085012,2016-01-01 00:00:00,,UN,Unidade,
87085019,2016-01-01 00:00:00,,UN,Unidade,
87085080,2016-01-01 00:00:00,,UN,Unidade,
87085091,2016-01-01 00:00:00,,UN,Unidade,
87085099,2016-01-01 00:00:00,,KG,Quilograma,
87087010,2016-01-01 00:00:00,,UN,Unidade,
87087090,2016-01-01 00:00:00,,UN,Unidade,
87088000,2016-01-01 00:00:00,,UN,Unidade,
87089100,2016-01-01 00:00:00,,UN,Unidade,
87089200,2016-01-01 00:00:00,,UN,Unidade,
87089300,2016-01-01 00:00:00,,UN,Unidade,
87089411,2016-01-01 00:00:00,,UN,Unidade,
87089412,2016-01-01 00:00:00,,UN,Unidade,
87089413,2016-01-01 00:00:00,,UN,Unidade,
87089481,2016-01-01 00:00:00,,UN,Unidade,
87089482,2016-01-01 00:00:00,,UN,Unidade,
87089483,2016-01-01 00:00:00,,UN,Unidade,
87089490,2016-01-01 00:00:00,,KG,Quilograma,
87089510,2016-01-01 00:00:00,,UN,Unidade,
87089521,2016-01-01 00:00:00,,UN,Unidade,
87089522,2016-01-01 00:00:00,,UN,Unidade,
87089529,2016-01-01 00:00:00,,UN,Unidade,
87089910,2016-01-01 00:00:00,,KG,Quilograma,
87089990,2016-01-01 00:00:00,,KG,Quilograma,
87091100,2016-01-01 00:00:00,,UN,Unidade,
87091900,2016-01-01 00:00:00,,UN,Unidade,
87099000,2016-01-01 00:00:00,,KG,Quilograma,
87100000,2016-01-01 00:00:00,,UN,Unidade,
87111000,2016-01-01 00:00:00,,UN,Unidade,
87112010,2016-01-01 00:00:00,,UN,Unidade,
87112020,2016-01-01 00:00:00,,UN,Unidade,
87112090,2016-01-01 00:00:00,,UN,Unidade,
87113000,2016-01-01 00:00:00,,UN,Unidade,
87114000,2016-01-01 00:00:00,,UN,Unidade,
87115000,2016-01-01 00:00:00,,UN,Unidade,
87116000,2017-01-01 00:00:00,,UN,Unidade,
87119000,2016-01-01 00:00:00,,UN,Unidade,
87120010,2016-01-01 00:00:00,,UN,Unidade,
87120090,2016-01-01 00:00:00,,UN,Unidade,
87131000,2016-01-01 00:00:00,,UN,Unidade,
87139000,2016-01-01 00:00:00,,UN,Unidade,
87141000,2016-01-01 00:00:00,,KG,Quilograma,
87142000,2016-01-01 00:00:00,,KG,Quilograma,
87149100,2016-01-01 00:00:00,,KG,Quilograma,
87149200,2016-01-01 00:00:00,,KG,Quilograma,
87149311,2023-01-01 00:00:00,,KG,Quilograma,
87149319,2023-01-01 00:00:00,,KG,Quilograma,
87149320,2016-01-01 00:00:00,,KG,Quilograma,
87149410,2016-01-01 00:00:00,,KG,Quilograma,
87149490,2016-01-01 00:00:00,,KG,Quilograma,
87149500,2016-01-01 00:00:00,,UN,Unidade,
87149611,2023-01-01 00:00:00,,KG,Quilograma,
87149612,2023-01-01 00:00:00,,KG,Quilograma,
87149619,2023-01-01 00:00:00,,KG,Quilograma,
87149690,2023-01-01 00:00:00,,KG,Quilograma,
87149910,2016-01-01 00:00:00,,KG,Quilograma,
87149920,2023-01-01 00:00:00,,KG,Quilograma,
87149990,2016-01-01 00:00:00,,KG,Quilograma,
87150000,2016-01-01 00:00:00,,KG,Quilograma,
87161000,2016-01-01 00:00:00,,UN,Unidade,
87162000,2016-01-01 00:00:00,,UN,Unidade,
87163100,2016-01-01 00:00:00,,UN,Unidade,
87163900,2016-01-01 00:00:00,,UN,Unidade,
87164000,2016-01-01 00:00:00,,UN,Unidade,
87168000,2016-01-01 00:00:00,,UN,Unidade,
87169010,2016-01-01 00:00:00,,UN,Unidade,
87169090,2016-01-01 00:00:00,,KG,Quilograma,
88010000,2016-01-01 00:00:00,,UN,Unidade,
88021100,2016-01-01 00:00:00,,UN,Unidade,
88021210,2016-01-01 00:00:00,,UN,Unidade,
88021290,2016-01-01 00:00:00,,UN,Unidade,
88022010,2016-01-01 00:00:00,,UN,Unidade,
88022021,2016-01-01 00:00:00,,UN,Unidade,
88022022,2016-01-01 00:00:00,,UN,Unidade,
88022090,2016-01-01 00:00:00,,UN,Unidade,
88023010,2016-01-01 00:00:00,,UN,Unidade,
88023021,2016-01-01 00:00:00,,UN,Unidade,
88023029,2016-01-01 00:00:00,,UN,Unidade,
88023031,2016-01-01 00:00:00,,UN,Unidade,
88023039,2016-01-01 00:00:00,,UN,Unidade,
88023090,2016-01-01 00:00:00,,UN,Unidade,
88024010,2016-01-01 00:00:00,,UN,Unidade,
88024090,2016-01-01 00:00:00,,UN,Unidade,
88026000,2016-01-01 00:00:00,,UN,Unidade,
88040000,2016-01-01 00:00:00,,KG,Quilograma,
88051000,2016-01-01 00:00:00,,KG,Quilograma,
88052100,2016-01-01 00:00:00,,KG,Quilograma,
88052900,2016-01-01 00:00:00,,KG,Quilograma,
88061000,2022-04-01 00:00:00,,UN,Unidade,
88062100,2022-04-01 00:00:00,,UN,Unidade,
88062200,2022-04-01 00:00:00,,UN,Unidade,
88062300,2022-04-01 00:00:00,,UN,Unidade,
88062400,2022-04-01 00:00:00,,UN,Unidade,
88062900,2022-04-01 00:00:00,,UN,Unidade,
88069100,2022-04-01 00:00:00,,UN,Unidade,
88069200,2022-04-01 00:00:00,,UN,Unidade,
88069300,2022-04-01 00:00:00,,UN,Unidade,
88069400,2022-04-01 00:00:00,,UN,Unidade,
88069900,2022-04-01 00:00:00,,UN,Unidade,
88071000,2022-04-01 00:00:00,,KG,Quilograma,
88072000,2022-04-01 00:00:00,,KG,Quilograma,
88073000,2022-04-01 00:00:00,,KG,Quilograma,
88079000,2022-04-01 00:00:00,,KG,Quilograma,
89011000,2016-01-01 00:00:00,,UN,Unidade,
89012000,2016-01-01 00:00:00,,UN,Unidade,
89013000,2016-01-01 00:00:00,,UN,Unidade,
89019000,2016-01-01 00:00:00,,UN,Unidade,
89020010,2016-01-01 00:00:00,,UN,Unidade,
89020090,2016-01-01 00:00:00,,UN,Unidade,
89031100,2022-04-01 00:00:00,,UN,Unidade,
89031200,2022-04-01 00:00:00,,UN,Unidade,
89031900,2022-04-01 00:00:00,,UN,Unidade,
89032100,2022-04-01 00:00:00,,UN,Unidade,
89032200,2022-04-01 00:00:00,,UN,Unidade,
89032300,2022-04-01 00:00:00,,UN,Unidade,
89033100,2022-04-01 00:00:00,,UN,Unidade,
89033200,2022-04-01 00:00:00,,UN,Unidade,
89033300,2022-04-01 00:00:00,,UN,Unidade,
89039300,2022-04-01 00:00:00,,UN,Unidade,
89039900,2016-01-01 00:00:00,,UN,Unidade,
89040000,2016-01-01 00:00:00,,UN,Unidade,
89051000,2016-01-01 00:00:00,,UN,Unidade,
89052000,2016-01-01 00:00:00,,UN,Unidade,
89059000,2016-01-01 00:00:00,,UN,Unidade,
89061000,2016-01-01 00:00:00,,UN,Unidade,
89069000,2016-01-01 00:00:00,,UN,Unidade,
89071000,2016-01-01 00:00:00,,UN,Unidade,
89079000,2016-01-01 00:00:00,,UN,Unidade,
89080000,2016-01-01 00:00:00,,UN,Unidade,
90011011,2016-01-01 00:00:00,,KG,Quilograma,
90011019,2016-01-01 00:00:00,,KG,Quilograma,
90011020,2016-01-01 00:00:00,,KG,Quilograma,
90012000,2016-01-01 00:00:00,,KG,Quilograma,
90013000,2016-01-01 00:00:00,,UN,Unidade,
90014000,2016-01-01 00:00:00,,UN,Unidade,
90015000,2016-01-01 00:00:00,,UN,Unidade,
90019010,2016-01-01 00:00:00,,KG,Quilograma,
90019090,2016-01-01 00:00:00,,KG,Quilograma,
90021111,2021-07-01 00:00:00,,UN,Unidade,
90021119,2021-07-01 00:00:00,,UN,Unidade,
90021120,2016-01-01 00:00:00,,UN,Unidade,
90021190,2016-01-01 00:00:00,,UN,Unidade,
90021900,2016-01-01 00:00:00,,UN,Unidade,
90022010,2016-01-01 00:00:00,,KG,Quilograma,
90022090,2016-01-01 00:00:00,,KG,Quilograma,
90029010,2024-04-01 00:00:00,,KG,Quilograma,
90029090,2024-04-01 00:00:00,,KG,Quilograma,
90031100,2016-01-01 00:00:00,,UN,Unidade,
90031910,2016-01-01 00:00:00,,UN,Unidade,
90031990,2016-01-01 00:00:00,,UN,Unidade,
90039010,2016-01-01 00:00:00,,KG,Quilograma,
90039090,2016-01-01 00:00:00,,KG,Quilograma,
90041000,2016-01-01 00:00:00,,UN,Unidade,
90049010,2016-01-01 00:00:00,,UN,Unidade,
90049020,2016-01-01 00:00:00,,UN,Unidade,
90049090,2016-01-01 00:00:00,,UN,Unidade,
90051000,2016-01-01 00:00:00,,UN,Unidade,
90058000,2016-01-01 00:00:00,,UN,Unidade,
90059010,2016-01-01 00:00:00,,KG,Quilograma,
90059090,2016-01-01 00:00:00,,KG,Quilograma,
90063000,2016-01-01 00:00:00,,UN,Unidade,
90064000,2016-01-01 00:00:00,,UN,Unidade,
90065310,2016-01-01 00:00:00,,UN,Unidade,
90065320,2016-01-01 00:00:00,,UN,Unidade,
90065930,2017-01-01 00:00:00,,UN,Unidade,
90065940,2017-01-01 00:00:00,,UN,Unidade,
90065951,2017-01-01 00:00:00,,UN,Unidade,
90065959,2017-01-01 00:00:00,,UN,Unidade,
90066100,2016-01-01 00:00:00,,UN,Unidade,
90066900,2016-01-01 00:00:00,,UN,Unidade,
90069110,2016-01-01 00:00:00,,KG,Quilograma,
90069190,2016-01-01 00:00:00,,KG,Quilograma,
90069900,2016-01-01 00:00:00,,KG,Quilograma,
90071000,2016-01-01 00:00:00,,UN,Unidade,
90072020,2016-01-01 00:00:00,,UN,Unidade,
90072090,2016-01-01 00:00:00,,UN,Unidade,
90079100,2016-01-01 00:00:00,,KG,Quilograma,
90079200,2016-01-01 00:00:00,,KG,Quilograma,
90085000,2016-01-01 00:00:00,,UN,Unidade,
90089000,2016-01-01 00:00:00,,KG,Quilograma,
90101010,2016-01-01 00:00:00,,UN,Unidade,
90101020,2016-01-01 00:00:00,,UN,Unidade,
90101090,2016-01-01 00:00:00,,UN,Unidade,
90105010,2016-01-01 00:00:00,,UN,Unidade,
90105020,2016-01-01 00:00:00,,UN,Unidade,
90105090,2016-01-01 00:00:00,,UN,Unidade,
90106000,2016-01-01 00:00:00,,UN,Unidade,
90109010,2016-01-01 00:00:00,,KG,Quilograma,
90109090,2016-01-01 00:00:00,,KG,Quilograma,
90111000,2016-01-01 00:00:00,,UN,Unidade,
90112010,2016-01-01 00:00:00,,UN,Unidade,
90112020,2016-01-01 00:00:00,,UN,Unidade,
90112030,2016-01-01 00:00:00,,UN,Unidade,
90118010,2016-01-01 00:00:00,,UN,Unidade,
90118090,2016-01-01 00:00:00,,UN,Unidade,
90119010,2016-01-01 00:00:00,,KG,Quilograma,
90119090,2016-01-01 00:00:00,,KG,Quilograma,
90121010,2016-01-01 00:00:00,,UN,Unidade,
90121090,2016-01-01 00:00:00,,UN,Unidade,
90129010,2016-01-01 00:00:00,,KG,Quilograma,
90129090,2016-01-01 00:00:00,,KG,Quilograma,
90131010,2016-01-01 00:00:00,,UN,Unidade,
90131090,2016-01-01 00:00:00,,UN,Unidade,
90132000,2016-01-01 00:00:00,,UN,Unidade,
90138000,2022-04-01 00:00:00,,UN,Unidade,
90139000,2016-01-01 00:00:00,,KG,Quilograma,
90141000,2016-01-01 00:00:00,,UN,Unidade,
90142010,2016-01-01 00:00:00,,UN,Unidade,
90142020,2016-01-01 00:00:00,,UN,Unidade,
90142030,2016-01-01 00:00:00,,UN,Unidade,
90142090,2016-01-01 00:00:00,,UN,Unidade,
90148010,2016-01-01 00:00:00,,UN,Unidade,
90148090,2016-01-01 00:00:00,,UN,Unidade,
90149000,2016-01-01 00:00:00,,KG,Quilograma,
90151000,2016-01-01 00:00:00,,UN,Unidade,
90152010,2016-01-01 00:00:00,,UN,Unidade,
90152090,2016-01-01 00:00:00,,UN,Unidade,
90153000,2016-01-01 00:00:00,,UN,Unidade,
90154000,2016-01-01 00:00:00,,UN,Unidade,
90158010,2016-01-01 00:00:00,,UN,Unidade,
90158090,2016-01-01 00:00:00,,UN,Unidade,
90159010,2016-01-01 00:00:00,,KG,Quilograma,
90159090,2016-01-01 00:00:00,,KG,Quilograma,
90160010,2016-01-01 00:00:00,,UN,Unidade,
90160090,2016-01-01 00:00:00,,UN,Unidade,
90171010,2016-01-01 00:00:00,,UN,Unidade,
90171090,2016-01-01 00:00:00,,UN,Unidade,
90172000,2016-01-01 00:00:00,,UN,Unidade,
90173010,2016-01-01 00:00:00,,UN,Unidade,
90173020,2016-01-01 00:00:00,,UN,Unidade,
90173090,2016-01-01 00:00:00,,UN,Unidade,
90178010,2016-01-01 00:00:00,,UN,Unidade,
90178090,2016-01-01 00:00:00,,UN,Unidade,
90179010,2016-01-01 00:00:00,,KG,Quilograma,
90179090,2016-01-01 00:00:00,,KG,Quilograma,
90181100,2016-01-01 00:00:00,,UN,Unidade,
90181210,2016-01-01 00:00:00,,UN,Unidade,
90181290,2016-01-01 00:00:00,,UN,Unidade,
90181300,2016-01-01 00:00:00,,UN,Unidade,
90181410,2016-01-01 00:00:00,,UN,Unidade,
