NCM,Início de vigência da NCM,Fim de vigência da NCM,uTrib para uso em operações de Exportação (Abreviatura),Descrição da uTrib utilizada em operações de Exportação,
56012190,2016-01-01 00:00:00,,KG,Quilograma,
56012211,2016-01-01 00:00:00,,KG,Quilograma,
56012219,2016-01-01 00:00:00,,KG,Quilograma,
56012291,2016-01-01 00:00:00,,KG,Quilograma,
56012299,2016-01-01 00:00:00,,KG,Quilograma,
56012900,2016-01-01 00:00:00,,KG,Quilograma,
56013010,2016-01-01 00:00:00,,KG,Quilograma,
56013090,2016-01-01 00:00:00,,KG,Quilograma,
56021000,2016-01-01 00:00:00,,KG,Quilograma,
56022100,2016-01-01 00:00:00,,KG,Quilograma,
56022900,2016-01-01 00:00:00,,KG,Quilograma,
56029000,2016-01-01 00:00:00,,KG,Quilograma,
56031110,2016-01-01 00:00:00,,KG,Quilograma,
56031120,2016-01-01 00:00:00,,KG,Quilograma,
56031130,2016-01-01 00:00:00,,KG,Quilograma,
56031140,2016-01-01 00:00:00,,KG,Quilograma,
56031190,2016-01-01 00:00:00,,KG,Quilograma,
56031210,2016-01-01 00:00:00,,KG,Quilograma,
56031220,2016-01-01 00:00:00,,KG,Quilograma,
56031230,2016-01-01 00:00:00,,KG,Quilograma,
56031240,2016-01-01 00:00:00,,KG,Quilograma,
56031250,2016-01-01 00:00:00,,KG,Quilograma,
56031290,2016-01-01 00:00:00,,KG,Quilograma,
56031310,2016-01-01 00:00:00,,KG,Quilograma,
56031320,2016-01-01 00:00:00,,KG,Quilograma,
56031330,2016-01-01 00:00:00,,KG,Quilograma,
56031340,2016-01-01 00:00:00,,KG,Quilograma,
56031350,2016-01-01 00:00:00,,KG,Quilograma,
56031390,2016-01-01 00:00:00,,KG,Quilograma,
56031410,2016-01-01 00:00:00,,KG,Quilograma,
56031420,2016-01-01 00:00:00,,KG,Quilograma,
56031430,2016-01-01 00:00:00,,KG,Quilograma,
56031440,2016-01-01 00:00:00,,KG,Quilograma,
56031490,2016-01-01 00:00:00,,KG,Quilograma,
56039110,2016-01-01 00:00:00,,KG,Quilograma,
56039120,2016-01-01 00:00:00,,KG,Quilograma,
56039130,2016-01-01 00:00:00,,KG,Quilograma,
56039190,2016-01-01 00:00:00,,KG,Quilograma,
56039210,2016-01-01 00:00:00,,KG,Quilograma,
56039220,2016-01-01 00:00:00,,KG,Quilograma,
56039230,2016-01-01 00:00:00,,KG,Quilograma,
56039240,2016-01-01 00:00:00,,KG,Quilograma,
56039290,2016-01-01 00:00:00,,KG,Quilograma,
56039310,2016-01-01 00:00:00,,KG,Quilograma,
56039320,2016-01-01 00:00:00,,KG,Quilograma,
56039330,2016-01-01 00:00:00,,KG,Quilograma,
56039340,2016-01-01 00:00:00,,KG,Quilograma,
56039390,2016-01-01 00:00:00,,KG,Quilograma,
56039410,2016-01-01 00:00:00,,KG,Quilograma,
56039420,2016-01-01 00:00:00,,KG,Quilograma,
56039430,2016-01-01 00:00:00,,KG,Quilograma,
56039490,2016-01-01 00:00:00,,KG,Quilograma,
56041000,2016-01-01 00:00:00,,KG,Quilograma,
56049010,2016-01-01 00:00:00,,KG,Quilograma,
56049021,2016-01-01 00:00:00,,KG,Quilograma,
56049022,2016-01-01 00:00:00,,KG,Quilograma,
56049090,2016-01-01 00:00:00,,KG,Quilograma,
56050010,2016-01-01 00:00:00,,KG,Quilograma,
56050020,2016-01-01 00:00:00,,KG,Quilograma,
56050090,2016-01-01 00:00:00,,KG,Quilograma,
56060000,2016-01-01 00:00:00,,KG,Quilograma,
56072100,2016-01-01 00:00:00,,KG,Quilograma,
56072900,2016-01-01 00:00:00,,KG,Quilograma,
56074100,2016-01-01 00:00:00,,KG,Quilograma,
56074900,2016-01-01 00:00:00,,KG,Quilograma,
56075011,2016-01-01 00:00:00,,KG,Quilograma,
56075019,2016-01-01 00:00:00,,KG,Quilograma,
56075090,2016-01-01 00:00:00,,KG,Quilograma,
56079010,2016-01-01 00:00:00,,KG,Quilograma,
56079020,2016-01-01 00:00:00,,KG,Quilograma,
56079090,2016-01-01 00:00:00,,KG,Quilograma,
56081100,2016-01-01 00:00:00,,KG,Quilograma,
56081900,2016-01-01 00:00:00,,KG,Quilograma,
56089000,2016-01-01 00:00:00,,KG,Quilograma,
56090010,2016-01-01 00:00:00,,KG,Quilograma,
56090090,2016-01-01 00:00:00,,KG,Quilograma,
57011011,2016-01-01 00:00:00,,M2,Metro Quadrado,
57011012,2016-01-01 00:00:00,,M2,Metro Quadrado,
57011020,2016-01-01 00:00:00,,M2,Metro Quadrado,
57019000,2016-01-01 00:00:00,,M2,Metro Quadrado,
57021000,2016-01-01 00:00:00,,M2,Metro Quadrado,
57022000,2016-01-01 00:00:00,,M2,Metro Quadrado,
57023100,2016-01-01 00:00:00,,M2,Metro Quadrado,
57023200,2016-01-01 00:00:00,,M2,Metro Quadrado,
57023900,2016-01-01 00:00:00,,M2,Metro Quadrado,
57024100,2016-01-01 00:00:00,,M2,Metro Quadrado,
57024200,2016-01-01 00:00:00,,M2,Metro Quadrado,
57024900,2016-01-01 00:00:00,,M2,Metro Quadrado,
57025010,2016-01-01 00:00:00,,M2,Metro Quadrado,
57025020,2016-01-01 00:00:00,,M2,Metro Quadrado,
57025090,2016-01-01 00:00:00,,M2,Metro Quadrado,
57029100,2016-01-01 00:00:00,,M2,Metro Quadrado,
57029200,2016-01-01 00:00:00,,M2,Metro Quadrado,
57029900,2016-01-01 00:00:00,,M2,Metro Quadrado,
57031000,2016-01-01 00:00:00,,M2,Metro Quadrado,
57032100,2022-04-01 00:00:00,,M2,Metro Quadrado,
57032900,2022-04-01 00:00:00,,M2,Metro Quadrado,
57033100,2022-04-01 00:00:00,,M2,Metro Quadrado,
57033900,2022-04-01 00:00:00,,M2,Metro Quadrado,
57039000,2016-01-01 00:00:00,,M2,Metro Quadrado,
57041000,2016-01-01 00:00:00,,M2,Metro Quadrado,
57042000,2017-01-01 00:00:00,,M2,Metro Quadrado,
57049000,2016-01-01 00:00:00,,M2,Metro Quadrado,
57050000,2016-01-01 00:00:00,,M2,Metro Quadrado,
58011000,2016-01-01 00:00:00,,KG,Quilograma,
58012100,2016-01-01 00:00:00,,KG,Quilograma,
58012200,2016-01-01 00:00:00,,KG,Quilograma,
58012300,2016-01-01 00:00:00,,KG,Quilograma,
58012600,2016-01-01 00:00:00,,KG,Quilograma,
58012700,2016-01-01 00:00:00,,KG,Quilograma,
58013100,2016-01-01 00:00:00,,KG,Quilograma,
58013200,2016-01-01 00:00:00,,KG,Quilograma,
58013300,2016-01-01 00:00:00,,KG,Quilograma,
58013600,2016-01-01 00:00:00,,KG,Quilograma,
58013700,2016-01-01 00:00:00,,KG,Quilograma,
58019000,2016-01-01 00:00:00,,KG,Quilograma,
58021000,2022-04-01 00:00:00,,KG,Quilograma,
58022000,2016-01-01 00:00:00,,KG,Quilograma,
58023000,2016-01-01 00:00:00,,KG,Quilograma,
58030010,2016-01-01 00:00:00,,KG,Quilograma,
58030090,2016-01-01 00:00:00,,KG,Quilograma,
58041010,2016-01-01 00:00:00,,KG,Quilograma,
58041090,2016-01-01 00:00:00,,KG,Quilograma,
58042100,2016-01-01 00:00:00,,KG,Quilograma,
58042910,2016-01-01 00:00:00,,KG,Quilograma,
58042990,2016-01-01 00:00:00,,KG,Quilograma,
58043010,2016-01-01 00:00:00,,KG,Quilograma,
58043090,2016-01-01 00:00:00,,KG,Quilograma,
58050010,2016-01-01 00:00:00,,KG,Quilograma,
58050020,2016-01-01 00:00:00,,KG,Quilograma,
58050090,2016-01-01 00:00:00,,KG,Quilograma,
58061000,2016-01-01 00:00:00,,KG,Quilograma,
58062000,2016-01-01 00:00:00,,KG,Quilograma,
58063100,2016-01-01 00:00:00,,KG,Quilograma,
58063200,2016-01-01 00:00:00,,KG,Quilograma,
58063900,2016-01-01 00:00:00,,KG,Quilograma,
58064000,2016-01-01 00:00:00,,KG,Quilograma,
58071000,2016-01-01 00:00:00,,KG,Quilograma,
58079000,2016-01-01 00:00:00,,KG,Quilograma,
58081000,2016-01-01 00:00:00,,KG,Quilograma,
58089000,2016-01-01 00:00:00,,KG,Quilograma,
58090000,2016-01-01 00:00:00,,KG,Quilograma,
58101000,2016-01-01 00:00:00,,KG,Quilograma,
58109100,2016-01-01 00:00:00,,KG,Quilograma,
58109200,2016-01-01 00:00:00,,KG,Quilograma,
58109900,2016-01-01 00:00:00,,KG,Quilograma,
58110000,2016-01-01 00:00:00,,KG,Quilograma,
59011000,2016-01-01 00:00:00,,KG,Quilograma,
59019000,2016-01-01 00:00:00,,KG,Quilograma,
59021010,2016-01-01 00:00:00,,KG,Quilograma,
59021090,2016-01-01 00:00:00,,KG,Quilograma,
59022000,2016-01-01 00:00:00,,KG,Quilograma,
59029000,2016-01-01 00:00:00,,KG,Quilograma,
59031000,2016-01-01 00:00:00,,KG,Quilograma,
59032000,2016-01-01 00:00:00,,KG,Quilograma,
59039000,2016-01-01 00:00:00,"02/02/2026
Obs: No caso de NF-e de exportação, o emitente não deve usar esse código desde 01/02/2026",KG,Quilograma,
59039010,2026-02-01 00:00:00,,KG,Quilograma,
59039090,2026-02-01 00:00:00,,KG,Quilograma,
59041000,2016-01-01 00:00:00,,M2,Metro Quadrado,
59049000,2016-01-01 00:00:00,,M2,Metro Quadrado,
59050000,2016-01-01 00:00:00,,M2,Metro Quadrado,
59061000,2016-01-01 00:00:00,,KG,Quilograma,
59069100,2016-01-01 00:00:00,,KG,Quilograma,
59069900,2016-01-01 00:00:00,,KG,Quilograma,
59070000,2016-01-01 00:00:00,,KG,Quilograma,
59080000,2016-01-01 00:00:00,,KG,Quilograma,
59090000,2016-01-01 00:00:00,,KG,Quilograma,
59100000,2016-01-01 00:00:00,,KG,Quilograma,
59111000,2016-01-01 00:00:00,,KG,Quilograma,
59112010,2016-01-01 00:00:00,,KG,Quilograma,
59112090,2016-01-01 00:00:00,,KG,Quilograma,
59113100,2016-01-01 00:00:00,,KG,Quilograma,
59113200,2016-01-01 00:00:00,,KG,Quilograma,
59114000,2016-01-01 00:00:00,,KG,Quilograma,
59119000,2016-01-01 00:00:00,,KG,Quilograma,
60011010,2016-01-01 00:00:00,,KG,Quilograma,
60011020,2016-01-01 00:00:00,,KG,Quilograma,
60011090,2016-01-01 00:00:00,,KG,Quilograma,
60012100,2016-01-01 00:00:00,,KG,Quilograma,
60012200,2016-01-01 00:00:00,,KG,Quilograma,
60012900,2016-01-01 00:00:00,,KG,Quilograma,
60019100,2016-01-01 00:00:00,,KG,Quilograma,
60019200,2016-01-01 00:00:00,,KG,Quilograma,
60019900,2016-01-01 00:00:00,,KG,Quilograma,
60024010,2016-01-01 00:00:00,,KG,Quilograma,
60024020,2016-01-01 00:00:00,,KG,Quilograma,
60024090,2016-01-01 00:00:00,,KG,Quilograma,
60029010,2016-01-01 00:00:00,,KG,Quilograma,
60029020,2016-01-01 00:00:00,,KG,Quilograma,
60029090,2016-01-01 00:00:00,,KG,Quilograma,
60031000,2016-01-01 00:00:00,,KG,Quilograma,
60032000,2016-01-01 00:00:00,,KG,Quilograma,
60033000,2016-01-01 00:00:00,,KG,Quilograma,
60034000,2016-01-01 00:00:00,,KG,Quilograma,
60039000,2016-01-01 00:00:00,,KG,Quilograma,
60041011,2016-01-01 00:00:00,,KG,Quilograma,
60041012,2016-01-01 00:00:00,,KG,Quilograma,
60041013,2016-01-01 00:00:00,,KG,Quilograma,
60041014,2016-01-01 00:00:00,,KG,Quilograma,
60041031,2016-01-01 00:00:00,,KG,Quilograma,
60041032,2016-01-01 00:00:00,,KG,Quilograma,
60041033,2016-01-01 00:00:00,,KG,Quilograma,
60041034,2016-01-01 00:00:00,,KG,Quilograma,
60041041,2016-01-01 00:00:00,,KG,Quilograma,
60041042,2016-01-01 00:00:00,,KG,Quilograma,
60041043,2016-01-01 00:00:00,,KG,Quilograma,
60041044,2016-01-01 00:00:00,,KG,Quilograma,
60041091,2016-01-01 00:00:00,,KG,Quilograma,
60041092,2016-01-01 00:00:00,,KG,Quilograma,
60041093,2016-01-01 00:00:00,,KG,Quilograma,
60041094,2016-01-01 00:00:00,,KG,Quilograma,
60049010,2016-01-01 00:00:00,,KG,Quilograma,
60049030,2016-01-01 00:00:00,,KG,Quilograma,
60049040,2016-01-01 00:00:00,,KG,Quilograma,
60049090,2016-01-01 00:00:00,,KG,Quilograma,
60052100,2016-01-01 00:00:00,,KG,Quilograma,
60052200,2016-01-01 00:00:00,,KG,Quilograma,
60052300,2016-01-01 00:00:00,,KG,Quilograma,
60052400,2016-01-01 00:00:00,,KG,Quilograma,
60053500,2017-01-01 00:00:00,,KG,Quilograma,
60053600,2017-01-01 00:00:00,,KG,Quilograma,
60053700,2017-01-01 00:00:00,,KG,Quilograma,
60053800,2017-01-01 00:00:00,,KG,Quilograma,
60053900,2017-01-01 00:00:00,,KG,Quilograma,
60054100,2016-01-01 00:00:00,,KG,Quilograma,
60054200,2016-01-01 00:00:00,,KG,Quilograma,
60054300,2016-01-01 00:00:00,,KG,Quilograma,
60054400,2016-01-01 00:00:00,,KG,Quilograma,
60059010,2016-01-01 00:00:00,,KG,Quilograma,
60059090,2016-01-01 00:00:00,,KG,Quilograma,
60061000,2016-01-01 00:00:00,,KG,Quilograma,
60062100,2016-01-01 00:00:00,,KG,Quilograma,
60062200,2016-01-01 00:00:00,,KG,Quilograma,
60062300,2016-01-01 00:00:00,,KG,Quilograma,
60062400,2016-01-01 00:00:00,,KG,Quilograma,
60063110,2016-01-01 00:00:00,,KG,Quilograma,
60063120,2016-01-01 00:00:00,,KG,Quilograma,
60063130,2016-01-01 00:00:00,,KG,Quilograma,
60063190,2016-01-01 00:00:00,,KG,Quilograma,
60063210,2016-01-01 00:00:00,,KG,Quilograma,
60063220,2016-01-01 00:00:00,,KG,Quilograma,
60063230,2016-01-01 00:00:00,,KG,Quilograma,
60063290,2016-01-01 00:00:00,,KG,Quilograma,
60063310,2016-01-01 00:00:00,,KG,Quilograma,
60063320,2016-01-01 00:00:00,,KG,Quilograma,
60063330,2016-01-01 00:00:00,,KG,Quilograma,
60063390,2016-01-01 00:00:00,,KG,Quilograma,
60063410,2016-01-01 00:00:00,,KG,Quilograma,
60063420,2016-01-01 00:00:00,,KG,Quilograma,
60063430,2016-01-01 00:00:00,,KG,Quilograma,
60063490,2016-01-01 00:00:00,,KG,Quilograma,
60064100,2016-01-01 00:00:00,,KG,Quilograma,
60064200,2016-01-01 00:00:00,,KG,Quilograma,
60064300,2016-01-01 00:00:00,,KG,Quilograma,
60064400,2016-01-01 00:00:00,,KG,Quilograma,
60069000,2016-01-01 00:00:00,,KG,Quilograma,
61012000,2016-01-01 00:00:00,,UN,Unidade,
61013000,2016-01-01 00:00:00,,UN,Unidade,
61019010,2016-01-01 00:00:00,,UN,Unidade,
61019090,2016-01-01 00:00:00,,UN,Unidade,
61021000,2016-01-01 00:00:00,,UN,Unidade,
61022000,2016-01-01 00:00:00,,UN,Unidade,
61023000,2016-01-01 00:00:00,,UN,Unidade,
61029000,2016-01-01 00:00:00,,UN,Unidade,
61031010,2016-01-01 00:00:00,,UN,Unidade,
61031020,2016-01-01 00:00:00,,UN,Unidade,
61031090,2016-01-01 00:00:00,,UN,Unidade,
61032200,2016-01-01 00:00:00,,UN,Unidade,
61032300,2016-01-01 00:00:00,,UN,Unidade,
61032910,2016-01-01 00:00:00,,UN,Unidade,
61032990,2016-01-01 00:00:00,,UN,Unidade,
61033100,2016-01-01 00:00:00,,UN,Unidade,
61033200,2016-01-01 00:00:00,,UN,Unidade,
61033300,2016-01-01 00:00:00,,UN,Unidade,
61033900,2016-01-01 00:00:00,,UN,Unidade,
61034100,2016-01-01 00:00:00,,UN,Unidade,
61034200,2016-01-01 00:00:00,,UN,Unidade,
61034300,2016-01-01 00:00:00,,UN,Unidade,
61034900,2016-01-01 00:00:00,,UN,Unidade,
61041300,2016-01-01 00:00:00,,UN,Unidade,
61041910,2016-01-01 00:00:00,,UN,Unidade,
61041920,2016-01-01 00:00:00,,UN,Unidade,
61041990,2016-01-01 00:00:00,,UN,Unidade,
61042200,2016-01-01 00:00:00,,UN,Unidade,
61042300,2016-01-01 00:00:00,,UN,Unidade,
61042910,2016-01-01 00:00:00,,UN,Unidade,
61042990,2016-01-01 00:00:00,,UN,Unidade,
61043100,2016-01-01 00:00:00,,UN,Unidade,
61043200,2016-01-01 00:00:00,,UN,Unidade,
61043300,2016-01-01 00:00:00,,UN,Unidade,
61043900,2016-01-01 00:00:00,,UN,Unidade,
61044100,2016-01-01 00:00:00,,UN,Unidade,
61044200,2016-01-01 00:00:00,,UN,Unidade,
61044300,2016-01-01 00:00:00,,UN,Unidade,
61044400,2016-01-01 00:00:00,,UN,Unidade,
61044900,2016-01-01 00:00:00,,UN,Unidade,
61045100,2016-01-01 00:00:00,,UN,Unidade,
61045200,2016-01-01 00:00:00,,UN,Unidade,
61045300,2016-01-01 00:00:00,,UN,Unidade,
61045900,2016-01-01 00:00:00,,UN,Unidade,
61046100,2016-01-01 00:00:00,,UN,Unidade,
61046200,2016-01-01 00:00:00,,UN,Unidade,
61046300,2016-01-01 00:00:00,,UN,Unidade,
61046900,2016-01-01 00:00:00,,UN,Unidade,
61051000,2016-01-01 00:00:00,,UN,Unidade,
61052000,2016-01-01 00:00:00,,UN,Unidade,
61059000,2016-01-01 00:00:00,,UN,Unidade,
61061000,2016-01-01 00:00:00,,UN,Unidade,
61062000,2016-01-01 00:00:00,,UN,Unidade,
61069000,2016-01-01 00:00:00,,UN,Unidade,
61071100,2016-01-01 00:00:00,,UN,Unidade,
61071200,2016-01-01 00:00:00,,UN,Unidade,
61071900,2016-01-01 00:00:00,,UN,Unidade,
61072100,2016-01-01 00:00:00,,UN,Unidade,
61072200,2016-01-01 00:00:00,,UN,Unidade,
61072900,2016-01-01 00:00:00,,UN,Unidade,
61079100,2016-01-01 00:00:00,,UN,Unidade,
61079910,2016-01-01 00:00:00,,UN,Unidade,
61079990,2016-01-01 00:00:00,,UN,Unidade,
61081100,2016-01-01 00:00:00,,UN,Unidade,
61081900,2016-01-01 00:00:00,,UN,Unidade,
61082100,2016-01-01 00:00:00,,UN,Unidade,
61082200,2016-01-01 00:00:00,,UN,Unidade,
61082900,2016-01-01 00:00:00,,UN,Unidade,
61083100,2016-01-01 00:00:00,,UN,Unidade,
61083200,2016-01-01 00:00:00,,UN,Unidade,
61083900,2016-01-01 00:00:00,,UN,Unidade,
61089100,2016-01-01 00:00:00,,UN,Unidade,
61089200,2016-01-01 00:00:00,,UN,Unidade,
61089900,2016-01-01 00:00:00,,UN,Unidade,
61091000,2016-01-01 00:00:00,,UN,Unidade,
61099000,2016-01-01 00:00:00,,UN,Unidade,
61101100,2016-01-01 00:00:00,,UN,Unidade,
61101200,2016-01-01 00:00:00,,UN,Unidade,
61101900,2016-01-01 00:00:00,,UN,Unidade,
61102000,2016-01-01 00:00:00,,UN,Unidade,
61103000,2016-01-01 00:00:00,,UN,Unidade,
61109000,2016-01-01 00:00:00,,UN,Unidade,
61112000,2016-01-01 00:00:00,,UN,Unidade,
61113000,2016-01-01 00:00:00,,UN,Unidade,
61119010,2016-01-01 00:00:00,,UN,Unidade,
61119090,2016-01-01 00:00:00,,UN,Unidade,
61121100,2016-01-01 00:00:00,,UN,Unidade,
61121200,2016-01-01 00:00:00,,UN,Unidade,
61121900,2016-01-01 00:00:00,,UN,Unidade,
61122000,2016-01-01 00:00:00,,UN,Unidade,
61123100,2016-01-01 00:00:00,,UN,Unidade,
61123900,2016-01-01 00:00:00,,UN,Unidade,
61124100,2016-01-01 00:00:00,,UN,Unidade,
61124900,2016-01-01 00:00:00,,UN,Unidade,
61130000,2016-01-01 00:00:00,,UN,Unidade,
61142000,2016-01-01 00:00:00,,UN,Unidade,
61143000,2016-01-01 00:00:00,,UN,Unidade,
61149010,2016-01-01 00:00:00,,UN,Unidade,
61149090,2016-01-01 00:00:00,,UN,Unidade,
61151011,2016-01-01 00:00:00,,UN,Unidade,
61151012,2016-01-01 00:00:00,,UN,Unidade,
61151013,2016-01-01 00:00:00,,UN,Unidade,
61151014,2016-01-01 00:00:00,,UN,Unidade,
61151019,2016-01-01 00:00:00,,UN,Unidade,
61151021,2016-01-01 00:00:00,,PARES,Pares,
61151022,2016-01-01 00:00:00,,PARES,Pares,
61151029,2016-01-01 00:00:00,,PARES,Pares,
61151091,2016-01-01 00:00:00,,PARES,Pares,
61151092,2016-01-01 00:00:00,,PARES,Pares,
61151093,2016-01-01 00:00:00,,PARES,Pares,
61151099,2016-01-01 00:00:00,,PARES,Pares,
61152100,2016-01-01 00:00:00,,UN,Unidade,
61152200,2016-01-01 00:00:00,,UN,Unidade,
61152910,2016-01-01 00:00:00,,UN,Unidade,
61152920,2016-01-01 00:00:00,,UN,Unidade,
61152990,2016-01-01 00:00:00,,UN,Unidade,
61153010,2016-01-01 00:00:00,,PARES,Pares,
61153020,2016-01-01 00:00:00,,PARES,Pares,
61153090,2016-01-01 00:00:00,,PARES,Pares,
61159400,2016-01-01 00:00:00,,PARES,Pares,
61159500,2016-01-01 00:00:00,,PARES,Pares,
61159600,2016-01-01 00:00:00,,PARES,Pares,
61159900,2016-01-01 00:00:00,,PARES,Pares,
61161000,2016-01-01 00:00:00,,PARES,Pares,
61169100,2016-01-01 00:00:00,,PARES,Pares,
61169200,2016-01-01 00:00:00,,PARES,Pares,
61169300,2016-01-01 00:00:00,,PARES,Pares,
61169900,2016-01-01 00:00:00,,PARES,Pares,
61171000,2016-01-01 00:00:00,,UN,Unidade,
61178010,2016-01-01 00:00:00,,KG,Quilograma,
61178090,2016-01-01 00:00:00,,KG,Quilograma,
61179000,2016-01-01 00:00:00,,KG,Quilograma,
62012000,2022-04-01 00:00:00,,UN,Unidade,
62013000,2022-04-01 00:00:00,,UN,Unidade,
62014000,2022-04-01 00:00:00,,UN,Unidade,
62019000,2022-04-01 00:00:00,,UN,Unidade,
62022000,2022-04-01 00:00:00,,UN,Unidade,
62023000,2022-04-01 00:00:00,,UN,Unidade,
62024000,2022-04-01 00:00:00,,UN,Unidade,
62029000,2022-04-01 00:00:00,,UN,Unidade,
62031100,2016-01-01 00:00:00,,UN,Unidade,
62031200,2016-01-01 00:00:00,,UN,Unidade,
62031900,2016-01-01 00:00:00,,UN,Unidade,
62032200,2016-01-01 00:00:00,,UN,Unidade,
62032300,2016-01-01 00:00:00,,UN,Unidade,
62032910,2016-01-01 00:00:00,,UN,Unidade,
62032990,2016-01-01 00:00:00,,UN,Unidade,
62033100,2016-01-01 00:00:00,,UN,Unidade,
62033200,2016-01-01 00:00:00,,UN,Unidade,
62033300,2016-01-01 00:00:00,,UN,Unidade,
62033900,2016-01-01 00:00:00,,UN,Unidade,
62034100,2016-01-01 00:00:00,,UN,Unidade,
62034200,2016-01-01 00:00:00,,UN,Unidade,
62034300,2016-01-01 00:00:00,,UN,Unidade,
62034900,2016-01-01 00:00:00,,UN,Unidade,
62041100,2016-01-01 00:00:00,,UN,Unidade,
62041200,2016-01-01 00:00:00,,UN,Unidade,
62041300,2016-01-01 00:00:00,,UN,Unidade,
62041900,2016-01-01 00:00:00,,UN,Unidade,
62042100,2016-01-01 00:00:00,,UN,Unidade,
62042200,2016-01-01 00:00:00,,UN,Unidade,
62042300,2016-01-01 00:00:00,,UN,Unidade,
62042900,2016-01-01 00:00:00,,UN,Unidade,
62043100,2016-01-01 00:00:00,,UN,Unidade,
62043200,2016-01-01 00:00:00,,UN,Unidade,
62043300,2016-01-01 00:00:00,,UN,Unidade,
62043900,2016-01-01 00:00:00,,UN,Unidade,
62044100,2016-01-01 00:00:00,,UN,Unidade,
62044200,2016-01-01 00:00:00,,UN,Unidade,
62044300,2016-01-01 00:00:00,,UN,Unidade,
62044400,2016-01-01 00:00:00,,UN,Unidade,
62044900,2016-01-01 00:00:00,,UN,Unidade,
62045100,2016-01-01 00:00:00,,UN,Unidade,
62045200,2016-01-01 00:00:00,,UN,Unidade,
62045300,2016-01-01 00:00:00,,UN,Unidade,
62045900,2016-01-01 00:00:00,,UN,Unidade,
62046100,2016-01-01 00:00:00,,UN,Unidade,
62046200,2016-01-01 00:00:00,,UN,Unidade,
62046300,2016-01-01 00:00:00,,UN,Unidade,
62046900,2016-01-01 00:00:00,,UN,Unidade,
62052000,2016-01-01 00:00:00,,UN,Unidade,
62053000,2016-01-01 00:00:00,,UN,Unidade,
62059010,2016-01-01 00:00:00,,UN,Unidade,
62059090,2016-01-01 00:00:00,,UN,Unidade,
62061000,2016-01-01 00:00:00,,UN,Unidade,
62062000,2016-01-01 00:00:00,,UN,Unidade,
62063000,2016-01-01 00:00:00,,UN,Unidade,
62064000,2016-01-01 00:00:00,,UN,Unidade,
62069000,2016-01-01 00:00:00,,UN,Unidade,
62071100,2016-01-01 00:00:00,,UN,Unidade,
62071900,2016-01-01 00:00:00,,UN,Unidade,
62072100,2016-01-01 00:00:00,,UN,Unidade,
62072200,2016-01-01 00:00:00,,UN,Unidade,
62072900,2016-01-01 00:00:00,,UN,Unidade,
62079100,2016-01-01 00:00:00,,UN,Unidade,
62079910,2016-01-01 00:00:00,,UN,Unidade,
62079990,2016-01-01 00:00:00,,UN,Unidade,
62081100,2016-01-01 00:00:00,,UN,Unidade,
62081900,2016-01-01 00:00:00,,UN,Unidade,
62082100,2016-01-01 00:00:00,,UN,Unidade,
62082200,2016-01-01 00:00:00,,UN,Unidade,
62082900,2016-01-01 00:00:00,,UN,Unidade,
62089100,2016-01-01 00:00:00,,UN,Unidade,
62089200,2016-01-01 00:00:00,,UN,Unidade,
62089900,2016-01-01 00:00:00,,UN,Unidade,
62092000,2016-01-01 00:00:00,,UN,Unidade,
62093000,2016-01-01 00:00:00,,UN,Unidade,
62099010,2016-01-01 00:00:00,,UN,Unidade,
62099090,2016-01-01 00:00:00,,UN,Unidade,
62101000,2016-01-01 00:00:00,,UN,Unidade,
62102000,2016-01-01 00:00:00,,UN,Unidade,
62103000,2016-01-01 00:00:00,,UN,Unidade,
62104000,2016-01-01 00:00:00,,UN,Unidade,
62105000,2016-01-01 00:00:00,,UN,Unidade,
62111100,2016-01-01 00:00:00,,UN,Unidade,
62111200,2016-01-01 00:00:00,,UN,Unidade,
62112000,2016-01-01 00:00:00,,UN,Unidade,
62113200,2016-01-01 00:00:00,,UN,Unidade,
62113300,2016-01-01 00:00:00,,UN,Unidade,
62113910,2016-01-01 00:00:00,,UN,Unidade,
62113990,2016-01-01 00:00:00,,UN,Unidade,
62114200,2016-01-01 00:00:00,,UN,Unidade,
62114300,2016-01-01 00:00:00,,UN,Unidade,
62114900,2016-01-01 00:00:00,,UN,Unidade,
62121000,2016-01-01 00:00:00,,UN,Unidade,
62122000,2016-01-01 00:00:00,,UN,Unidade,
62123000,2016-01-01 00:00:00,,UN,Unidade,
62129000,2016-01-01 00:00:00,,UN,Unidade,
62132000,2016-01-01 00:00:00,,UN,Unidade,
62139010,2016-01-01 00:00:00,,UN,Unidade,
62139090,2016-01-01 00:00:00,,UN,Unidade,
62141000,2016-01-01 00:00:00,,UN,Unidade,
62142000,2016-01-01 00:00:00,,UN,Unidade,
62143000,2016-01-01 00:00:00,,UN,Unidade,
62144000,2016-01-01 00:00:00,,UN,Unidade,
62149010,2016-01-01 00:00:00,,UN,Unidade,
62149090,2016-01-01 00:00:00,,UN,Unidade,
62151000,2016-01-01 00:00:00,,UN,Unidade,
62152000,2016-01-01 00:00:00,,UN,Unidade,
62159000,2016-01-01 00:00:00,,UN,Unidade,
62160000,2016-01-01 00:00:00,,PARES,Pares,
62171000,2016-01-01 00:00:00,,KG,Quilograma,
62179000,2016-01-01 00:00:00,,KG,Quilograma,
63011000,2016-01-01 00:00:00,,UN,Unidade,
